name,address,rating,price_level,types,website,phone,number of ratings,business_status,,
Tudor's Biscuit World,"2322 Jackson Avenue, Point Pleasant",4.4,1,"restaurant, food, point_of_interest, establishment",http://tudorsbiscuitworld.com/,(304) 675-6166,380,OPERATIONAL,,
Wendy's,"2325 Jackson Avenue, Point Pleasant",4,1,"restaurant, food, point_of_interest, establishment",https://locations.wendys.com/united-states/wv/point-pleasant/2325-jackson-avenue?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search&utm_content=EN_US,(304) 675-9950,468,OPERATIONAL,,
Zanzis Pizza Gallipolis,"900 2nd Avenue, Gallipolis",4.5,1,"restaurant, food, point_of_interest, establishment",http://www.zanzis.com/,(740) 441-9888,411,OPERATIONAL,,
Tom Tom's,"2407 Jackson Avenue, Point Pleasant",4.8,N/A,"restaurant, food, point_of_interest, establishment",,(304) 857-6526,12,OPERATIONAL,,
Village Pizza Inn,"2922 Jackson Avenue, Point Pleasant",4.5,2,"restaurant, food, point_of_interest, establishment",http://www.villagepizzainn.com/,(304) 675-4472,568,OPERATIONAL,,
China House,"2611 Jackson Avenue Ste B, Point Pleasant",4.7,1,"restaurant, food, point_of_interest, establishment",https://chinahousewvtogo.com/,(304) 674-8598,171,OPERATIONAL,,
Shake Shoppe,"901 2nd Avenue, Gallipolis",4.4,1,"restaurant, food, point_of_interest, establishment",https://www.facebook.com/shakeshoppe,(740) 446-2682,752,OPERATIONAL,,
Little Caesars Pizza,"861 2nd Avenue, Gallipolis",4.2,1,"meal_takeaway, meal_delivery, restaurant, food, point_of_interest, establishment",https://littlecaesars.com/en-us/store/3076,(740) 441-1400,242,OPERATIONAL,,
Speedy Cafe,"801 2nd Avenue, Gallipolis",5,1,"restaurant, convenience_store, store, food, point_of_interest, establishment",https://www.speedway.com/locations/OH/Gallipolis/801-2nd-Avenue,(740) 446-4324,2,OPERATIONAL,,
Giovanni's Pizza of Point Pleasant,"2807 Jackson Avenue Unit 1, Point Pleasant",4.5,1,"restaurant, food, point_of_interest, establishment",http://giovannispizzapower.com/,(304) 812-9222,54,OPERATIONAL,,
Flour Girls Baking Company Llc,"447 2nd Avenue, Gallipolis",4.7,N/A,"cafe, bakery, store, restaurant, food, point_of_interest, establishment",https://ohioflourgirls.square.site/,(740) 612-5450,79,OPERATIONAL,,
The Colony,"418 2nd Avenue, Gallipolis",4.9,N/A,"restaurant, movie_theater, food, point_of_interest, establishment",,(740) 209-0110,33,OPERATIONAL,,
Riverfront Nutrition,"334 2nd Avenue, Gallipolis",4.3,N/A,"restaurant, food, point_of_interest, establishment",http://www.riverfront-nutrition.com/,(740) 208-5002,16,OPERATIONAL,,
Courtside Bar & Grill,"308 2nd Avenue, Gallipolis",2.7,N/A,"restaurant, food, point_of_interest, establishment",https://www.courtsidegallia.com/,(740) 441-9371,20,OPERATIONAL,,
Zack & Scotty's,"300 2nd Avenue e1, Gallipolis",4.6,N/A,"restaurant, food, point_of_interest, establishment",https://facebook.com/ZackandScottys/,(740) 925-4110,379,OPERATIONAL,,
McDonald's,"784 Virginia Avenue, Welch",3.4,1,"cafe, store, restaurant, food, point_of_interest, establishment",https://www.mcdonalds.com/us/en-us/location/WV/WELCH/784-VIRGINIA-AVE/15152.html?cid=RF:YXT:GMB::Clicks,(304) 436-2673,442,OPERATIONAL,,
Pizza Hut,"1021 Virginia Avenue Suite 2, Welch",4.3,1,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",https://locations.pizzahut.com/wv/welch/1021-virginia-avenue?utm_medium=organic&utm_source=local&utm_campaign=googlelistings&utm_content=website&utm_term=309405,(304) 436-2117,107,OPERATIONAL,,
Subway,"914 Virginia Avenue, Welch",4.4,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/welch/914-virginia-avenue?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=48464&utm_campaign=evergreen-2020&y_source=1_MTQ5MTQ2OTAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 436-4400,82,OPERATIONAL,,
Godfather's Pizza Express,"1586 Mountaineer Highway, Bradshaw",4.6,2,"meal_delivery, restaurant, food, point_of_interest, establishment",http://godfathers.com/,(304) 967-7217,35,OPERATIONAL,,
Subway,"Rte. 80, Bradshaw",4.2,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/bradshaw/rte-80?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=48607&utm_campaign=evergreen-2020&y_source=1_MTQ5ODQwMzktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 967-7217,10,OPERATIONAL,,
Ya'sou Restaurant,"138 Main Street, Kimball",4.5,N/A,"restaurant, store, food, point_of_interest, establishment",https://yasourestaurant-restaurant.business.site/?utm_source=gmb&utm_medium=referral,(304) 585-7959,84,OPERATIONAL,,
Wendy's,"18664 Coal Heritage Road Hc 64 Box 231, Premier",4.2,1,"restaurant, food, point_of_interest, establishment",https://locations.wendys.com/united-states/wv/premier/18664-coal-heritage-rd?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search&utm_content=EN_US,(304) 436-6088,275,OPERATIONAL,,
Adrian's Roadside Diner,"24881 Coal Heritage Road, Welch",5,N/A,"restaurant, food, point_of_interest, establishment",,(304) 436-3900,2,OPERATIONAL,,
Godfather's Pizza Express,"12745 Coal Heritage Road, Roderfield",4.6,2,"restaurant, food, point_of_interest, establishment",https://godfathers.com/,(681) 201-2137,7,OPERATIONAL,,
Champs Chicken,"13 Elkhorn Street, Welch",5,N/A,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://champschicken.com/locations/little-general-7730-elkhorn-welch-wv/,(304) 436-3621,2,OPERATIONAL,,
Latin Appalachian,"24 McDowell Street, Welch",4.8,N/A,"restaurant, food, point_of_interest, establishment",,(304) 888-7772,21,OPERATIONAL,,
Khom's Eggroll Paradise,"80 McDowell Street, Welch",N/A,N/A,"restaurant, food, point_of_interest, establishment",,,N/A,OPERATIONAL,,
Rawhide Steakhouse,"95 Virginia Avenue, Welch",N/A,N/A,"restaurant, food, point_of_interest, establishment",,(304) 888-7772,N/A,OPERATIONAL,,
Sterling Drive-In,"788 Stewart Street, Welch",4.3,1,"restaurant, food, point_of_interest, establishment",,(304) 436-3271,384,OPERATIONAL,,
Roscos soulfood kitchen and cater,"872 Virginia Avenue, Welch",N/A,N/A,"restaurant, food, point_of_interest, establishment",,(681) 201-2050,N/A,OPERATIONAL,,
A Scoop of Heaven,"13896 Rocket Boys Drive, War",5,N/A,"meal_takeaway, store, restaurant, food, point_of_interest, establishment",,(304) 308-4026,16,OPERATIONAL,,
Howdy house,"905 Virginia Avenue, Welch",5,N/A,"restaurant, food, point_of_interest, establishment",,,2,OPERATIONAL,,
The Owl Drive Up Restaurant,"11724 Rocket Boys Drive, War",4.4,N/A,"restaurant, food, point_of_interest, establishment",,(304) 875-3939,51,OPERATIONAL,,
KFC,"909 Virginia Avenue, Welch",3.7,1,"restaurant, food, point_of_interest, establishment",https://locations.kfc.com/wv/welch/909-virginia-avenue,(304) 938-7060,228,OPERATIONAL,,
Chef Taco Todd @ T.O.P. Tabernacle of Praise inc.,"3 River Road, War",5,N/A,"restaurant, church, place_of_worship, food, point_of_interest, establishment",https://www.facebook.com/tacotodds/,(304) 772-2804,4,OPERATIONAL,,
Iaeger Power House,"143 Circle Street, Iaeger",N/A,N/A,"restaurant, food, point_of_interest, establishment",,(304) 551-7008,N/A,OPERATIONAL,,
Mountain Creek | Fine Dining,"Pipestem Resort State Park, 3405 Pipestem Drive, Pipestem",4.4,N/A,"restaurant, point_of_interest, food, establishment",http://www.pipestemresort.com/recreation.html,(304) 466-1800,83,CLOSED_TEMPORARILY,,
Bluestone Dining Room,"3405 Pipestem Drive, Pipestem",4.2,N/A,"restaurant, point_of_interest, food, establishment",http://www.pipestemresort.com/food.html,(304) 466-1800,244,OPERATIONAL,,
Subway,"918 Stafford Drive, Princeton",3.9,1,"meal_takeaway, restaurant, point_of_interest, food, establishment",https://restaurants.subway.com/united-states/wv/princeton/918-strafford-drive?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=4378&utm_campaign=evergreen-2020&y_source=1_MTQ5MDMyNTAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 425-8480,121,OPERATIONAL,,
Subway,"Vermillion Street, Athens",3.9,1,"meal_takeaway, restaurant, point_of_interest, food, establishment",https://restaurants.subway.com/united-states/wv/athens/vermillion-street?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=13324&utm_campaign=evergreen-2020&y_source=1_MTQ5ODM5MDAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 384-5287,19,OPERATIONAL,,
Frito-Lay,"Greasy Ridge Road, Princeton",N/A,1,"meal_takeaway, restaurant, point_of_interest, food, establishment",https://www.fritolay.com/,(304) 487-3545,N/A,OPERATIONAL,,
Pretzelmaker,"261 Mercer Mall Road Suite 625, Bluefield",4.5,1,"restaurant, point_of_interest, food, establishment",https://pretzelmaker.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ,(304) 327-7472,2,OPERATIONAL,,
Chili's Grill & Bar,"1150 Oakvale Road, Princeton",4.2,2,"restaurant, bar, point_of_interest, food, establishment",https://www.chilis.com/locations/us/west-virginia/princeton/mercer-county?utm_source=google&utm_medium=local&utm_campaign=Chilis,(304) 425-8360,1421,OPERATIONAL,,
Papa Johns Pizza,"304 South Walker Street, Princeton",3.8,1,"restaurant, point_of_interest, food, establishment",https://locations.papajohns.com/united-states/wv/24740/princeton/304-s-walker-st?utm_source=gmb&utm_medium=organic&y_source=1_MTA2OTEyMzUtNzE1LWxvY2F0aW9uLndlYnNpdGU=,(304) 431-7272,156,OPERATIONAL,,
Little Caesars Pizza,"1129 Stafford Drive, Princeton",4,1,"meal_delivery, meal_takeaway, restaurant, point_of_interest, food, establishment",https://littlecaesars.com/en-us/store/4062,(304) 487-6333,720,OPERATIONAL,,
Bellacino's | Pizza & Grinders,"1334 Stafford Drive, Princeton",4.3,2,"restaurant, point_of_interest, food, establishment",https://locations.bellacinos.com/ll/US/WV/Princeton/1334-Stafford-Dr,(304) 913-4923,364,OPERATIONAL,,
Subway,"236 Meadowfield Lane, Princeton",3.7,1,"meal_takeaway, restaurant, point_of_interest, food, establishment",https://restaurants.subway.com/united-states/wv/princeton/236-meadowfield-la?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=20801&utm_campaign=evergreen-2020&y_source=1_MTQ4OTM4ODMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 425-7827,43,CLOSED_TEMPORARILY,,
Godfather's Pizza Express,"830 Athens Road, Princeton",4.1,2,"meal_delivery, meal_takeaway, restaurant, point_of_interest, food, establishment",http://godfathers.com/,(304) 425-6630,18,OPERATIONAL,,
Pipestem Trading Post,"4265 Hinton Road, Athens",4.6,1,"restaurant, point_of_interest, food, establishment",http://pipestem-post.edan.io/,(304) 384-7242,161,OPERATIONAL,,
Wendy's,"113 Courthouse Road, Princeton",3.9,1,"restaurant, point_of_interest, food, establishment",https://locations.wendys.com/united-states/wv/princeton/113-courthouse-rd?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search&utm_content=EN_US,(304) 425-6178,600,OPERATIONAL,,
Shell,"218 New Hope Road #1/2, Princeton",4.9,2,"gas_station, restaurant, point_of_interest, convenience_store, store, food, establishment",,(304) 425-1561,10,OPERATIONAL,,
Yummi Japan,"1245 Stafford Drive, Princeton",4.5,1,"restaurant, point_of_interest, food, establishment",http://www.yummijapanwv.com/,(304) 487-8949,357,OPERATIONAL,,
Taco Bell,"121 Lyle Way, Princeton",4,1,"meal_takeaway, restaurant, point_of_interest, food, establishment",https://locations.tacobell.com/wv/princeton/121-lyle-way.html?utm_source=yext&utm_campaign=googlelistings&utm_medium=referral&utm_term=032061&utm_content=website&y_source=1_NjE0Njc2NC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(304) 487-0499,567,OPERATIONAL,,
Bojangles,"701 Oakvale Road, Princeton",4.3,1,"restaurant, meal_takeaway, point_of_interest, food, establishment",https://locations.bojangles.com/wv/princeton/701-oakvale-road.html,(304) 425-1404,1271,OPERATIONAL,,
Chick-fil-A,"750 Oakvale Road, Princeton",4.5,1,"restaurant, point_of_interest, food, establishment",https://www.chick-fil-a.com/locations/wv/princeton?utm_source=yext&utm_medium=link,(681) 282-5540,3075,OPERATIONAL,,
Dolly's Diner,"909 Oakvale Road, Princeton",4.5,N/A,"restaurant, point_of_interest, food, establishment",http://dollys-diner.business.site/,(304) 425-4194,2713,OPERATIONAL,,
Applebee's Grill + Bar,"123 Meadowfield Lane, Princeton",3.9,2,"restaurant, bar, food, point_of_interest, establishment",https://restaurants.applebees.com/en-us/wv/princeton/123-meadowfield-lane-92099?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_term=92099&utm_content=website,(304) 425-3546,1117,OPERATIONAL,,
Moe's Restaurant and Cafe,"5811 South State Street, Athens",4.6,1,"restaurant, food, point_of_interest, establishment",http://moesrestaurantcafe.com/?utm_source=gbp,(304) 384-8247,311,OPERATIONAL,,
Subway,"U.S. 460 25 Unit 525, Bluefield",3.9,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/bluefield/us-460-state-rt-25?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=22686&utm_campaign=evergreen-2020&y_source=1_MTQ5ODM4NDItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 323-3566,74,OPERATIONAL,,
Buffalo Trail Restaurant and Bar,"190 Buffalo Trail, Bluefield",4.5,2,"restaurant, bar, food, point_of_interest, establishment",https://buffalotrailcabins.com/restaurant/,(304) 324-3204,432,OPERATIONAL,,
Lynns Drive Inn,"3705 Coal Heritage Road, Bluewell",4.6,1,"store, restaurant, food, point_of_interest, establishment",https://m.facebook.com/Lynns-Drive-Inn-238419363026848/?ref=content_filter,(304) 589-6279,853,OPERATIONAL,,
Gino's Pizza & Spaghetti House,"4075 Coal Heritage Road, Bluefield",4,2,"meal_delivery, restaurant, food, point_of_interest, establishment",http://ginospizza.com/,(304) 589-3373,290,OPERATIONAL,,
Southern X-Posure Gentlemen's Club,"224 Ambrose Lane, Princeton",3.3,N/A,"night_club, restaurant, food, point_of_interest, establishment",https://thesouthernxposure.com/,(304) 487-0330,90,OPERATIONAL,,
Little Caesars Pizza,"1817 Bland Street, Bluefield",4.1,1,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",https://littlecaesars.com/en-us/store/4063,(304) 325-8111,453,OPERATIONAL,,
Shoney's,"460 Oakvale Road, Princeton",3.9,1,"restaurant, food, point_of_interest, establishment",https://www.shoneys.com/locations,(304) 425-1890,1198,OPERATIONAL,,
Angelo's Pizza,"1211 Stafford Drive #2465, Princeton",4.1,2,"meal_delivery, restaurant, food, point_of_interest, establishment",http://angelospizzaonline.com/,(304) 487-8924,576,OPERATIONAL,,
Subway,"2645 Coal Heritage Road, Bluefield",3.9,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/bluefield/2645-coal-heritage-rd?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=19432&utm_campaign=evergreen-2020&y_source=1_MTQ5ODM4NDQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 589-7827,108,OPERATIONAL,,
The RailYard,"530 Raleigh Street, Bluefield",4.5,2,"restaurant, bar, food, point_of_interest, establishment",http://www.railyardwv.com/,(304) 800-4141,705,OPERATIONAL,,
The Blue Spoon Cafe & Coffee,"517 Commerce Street, Bluefield",4.5,N/A,"restaurant, cafe, bakery, store, food, point_of_interest, establishment",http://thebluespooncafe.net/,(304) 800-5160,161,OPERATIONAL,,
Burger King,"Route 52 Airport Road, Bluefield",3.9,2,"restaurant, food, point_of_interest, establishment",https://burgerking.com/store-locator/store/restaurant_3543,(304) 325-9001,551,OPERATIONAL,,
Cracker Barrel Old Country Store,"294 Meadowfield Lane, Princeton",4.2,2,"meal_takeaway, store, restaurant, food, point_of_interest, establishment",https://www.crackerbarrel.com/Locations/States/wv/princeton/65/?utm_source=google&utm_medium=maps&utm_campaign=crackerbarrelurl,(304) 425-4003,2982,OPERATIONAL,,
Outback Steakhouse,"311 Greasy Ridge Road, Princeton",4.2,2,"bar, meal_takeaway, restaurant, food, point_of_interest, establishment",https://locations.outback.com/west-virginia/princeton/311-greasy-ridge-road?utm_source=gmb&utm_medium=local_search&utm_campaign=website_cta&y_source=1_MTU1MDE5MzgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 487-1971,1796,OPERATIONAL,,
Hardee’s,"901 Bluefield Avenue, Bluefield",3.9,1,"restaurant, food, point_of_interest, establishment",https://locations.hardees.com/wv/bluefield/901-bluefield-ave,(304) 327-9382,460,OPERATIONAL,,
Bob Evans,"171 Meadowfield Lane, Princeton",3.9,2,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://www.bobevans.com/locations/princeton?utm_source=google&utm_medium=local&utm_campaign=328-Princeton-WV,(304) 431-2083,1117,OPERATIONAL,,
Texas Steakhouse & Saloon,"235 Meadowfield Lane, Princeton",3.8,2,"bar, restaurant, food, point_of_interest, establishment",https://texassteakhouse.com/,(304) 425-5350,1363,OPERATIONAL,,
Sunny Days,"261 Mercer Mall Road, Bluefield",4.4,N/A,"restaurant, food, point_of_interest, establishment",,,37,OPERATIONAL,,
Dragon Palace,"1295 Stafford Drive, Princeton",3.9,1,"meal_takeaway, bakery, restaurant, food, point_of_interest, store, establishment",http://www.dragonpalaceorder.com/,(304) 425-7575,408,OPERATIONAL,,
Pizza Hut,"1271 Stafford Drive Suite 11, Princeton",4.1,1,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",https://locations.pizzahut.com/wv/princeton/1271-stafford-drive?utm_medium=organic&utm_source=local&utm_campaign=googlelistings&utm_content=website&utm_term=308552,(304) 487-3491,256,OPERATIONAL,,
Starbucks,"1000 Oakvale Road, Princeton",4,2,"cafe, restaurant, food, point_of_interest, store, establishment",https://www.starbucks.com/store-locator/store/6670/,(304) 431-2559,1012,CLOSED_TEMPORARILY,,
Chick-fil-A,"261 Mercer Mall Road Suite 515, Bluefield",4.5,1,"restaurant, food, point_of_interest, establishment",https://www.chick-fil-a.com/locations/wv/mercer-mall?utm_source=yext&utm_medium=link,(304) 327-6008,584,OPERATIONAL,,
Dairy Queen,"519 Oakvale Road, Princeton",4,1,"restaurant, food, point_of_interest, store, establishment",https://www.dairyqueen.com/us-en/Locator/Detail/?localechange=1&store-id=1819&y_source=1_ODk5NTI0MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(304) 425-3700,498,OPERATIONAL,,
Domino's Pizza,"700 Stafford Drive, Princeton",4.2,1,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(304) 425-0505,282,OPERATIONAL,,
Hong Kong,"1265 Stafford Drive, Princeton",4.2,1,"restaurant, food, point_of_interest, establishment",,(304) 487-8902,210,OPERATIONAL,,
A Taste of Memphis,"1275 Stafford Drive, Princeton",4.3,2,"restaurant, food, point_of_interest, establishment",http://atasteofmemphis.com/,(304) 425-9667,460,OPERATIONAL,,
Captain D's,"825 Oakvale Road, Princeton",4.1,1,"restaurant, food, point_of_interest, establishment",https://locations.captainds.com/ll/US/WV/Princeton/825-Oakvale-Rd,(304) 425-5873,492,OPERATIONAL,,
Campestre,"345 Greasy Ridge Road, Princeton",4.5,2,"bar, restaurant, food, point_of_interest, establishment",http://campestre.com/,(304) 487-0003,1691,OPERATIONAL,,
McDonald's,"1310 Stafford Drive, Princeton",3.6,1,"cafe, restaurant, food, point_of_interest, store, establishment",https://www.mcdonalds.com/us/en-us/location/WV/PRINCETON/1310-STAFFORD-DR/4290.html?cid=RF:YXT:GMB::Clicks,(304) 425-7009,1365,OPERATIONAL,,
Taco Bell,"1225 Stafford Drive, Princeton",4.1,1,"restaurant, food, point_of_interest, establishment",https://locations.tacobell.com/wv/princeton/1225-stafford-dr.html?utm_source=yext&utm_campaign=googlelistings&utm_medium=referral&utm_term=031440&utm_content=website&y_source=1_NjE0NjcxOC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(304) 487-6076,767,OPERATIONAL,,
Tudor's Biscuit World,"1218 Stafford Drive, Princeton",4.1,1,"restaurant, food, point_of_interest, establishment",http://tudorsbiscuitworld.com/,(304) 487-8010,699,OPERATIONAL,,
Hardee’s,"170 Meadowfield Lane, Princeton",3.3,1,"restaurant, food, point_of_interest, establishment",https://locations.hardees.com/wv/princeton/170-meadowfield-ln,(304) 425-3886,656,OPERATIONAL,,
Gino's Pizza & Spaghetti House,"100 Vermillion Street, Athens",3.9,2,"meal_delivery, restaurant, food, point_of_interest, establishment",http://ginospizza.com/,(304) 384-7970,243,OPERATIONAL,,
Hardee’s,"1306 Stafford Drive, Princeton",3.7,1,"restaurant, food, point_of_interest, establishment",https://locations.hardees.com/wv/princeton/1306-stafford-dr,(304) 425-7048,435,OPERATIONAL,,
McDonald's,"715 Oakvale Road, Princeton",3.5,1,"cafe, restaurant, food, point_of_interest, store, establishment",https://www.mcdonalds.com/us/en-us/location/WV/PRINCETON/715-OAKVALE-RD/10021.html?cid=RF:YXT:GMB::Clicks,(304) 425-6096,1576,OPERATIONAL,,
New Kimono Japanese Seafood,"223 Greasy Ridge Road, Princeton",4.4,2,"restaurant, food, point_of_interest, establishment",,(304) 487-8008,425,OPERATIONAL,,
Sheetz,"751 Oakvale Road, Princeton",3.8,1,"convenience_store, gas_station, car_wash, liquor_store, cafe, restaurant, food, point_of_interest, store, establishment",https://orderz.sheetz.com/#/main/location/store/456,(304) 425-0001,90,OPERATIONAL,,
KFC,"1237 Stafford Drive, Princeton",3.8,1,"restaurant, food, point_of_interest, establishment",https://locations.kfc.com/wv/princeton/1237-stafford-avenue,(304) 425-2647,340,OPERATIONAL,,
Subway,"Route 3, Keyser",4.5,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/keyser/route-3?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=31125&utm_campaign=evergreen-2020&y_source=1_MTQ5ODM5MDMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 788-7782,145,OPERATIONAL,,
Subway,"15 Main Street, Westernport",4.3,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/md/westernport/15-main-st?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=39248&utm_campaign=evergreen-2020&y_source=1_MTQ4OTg5MjUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(301) 359-9077,97,OPERATIONAL,,
Dairy Queen Grill & Chill,"460 South Mineral Street, Keyser",4.1,1,"restaurant, store, food, point_of_interest, establishment",http://www.petersons1.com/dairy-queen/?y_source=1_ODk5NTk2NC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(304) 788-1499,373,OPERATIONAL,,
Fox's Pizza Den,"52 Main Street, Westernport",4.3,1,"meal_delivery, restaurant, food, point_of_interest, establishment",http://www.foxspizza.com/,(301) 359-3029,66,OPERATIONAL,,
Subway,"2 Heskiet Street, Keyser",4,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/keyser/2-mineral-st?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=11151&utm_campaign=evergreen-2020&y_source=1_MTQ4OTU4NjYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 788-3613,40,CLOSED_TEMPORARILY,,
El Jinete,"2505 New Creek Highway, Keyser",4.3,1,"restaurant, food, point_of_interest, establishment",https://www.facebook.com/ElJineteRestaurant,(304) 788-3553,331,OPERATIONAL,,
Hoovers Bar & Grill,"U.S. 50, New Creek",4.8,N/A,"bar, restaurant, food, point_of_interest, establishment",,(304) 788-0394,122,OPERATIONAL,,
Flying W Farms,"2939 U.S. 50, Burlington",4.7,N/A,"restaurant, store, food, point_of_interest, establishment",http://www.flyingwfarmsllc.com/,(304) 289-3005,88,OPERATIONAL,,
Port West Restaurant,"37 Main Street, Westernport",4,2,"restaurant, food, point_of_interest, establishment",,(301) 359-9027,294,OPERATIONAL,,
Subway,"16018 McMullen Highway Southwest, Cresaptown",4.2,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/md/cresaptown/16018-mcmullen-hwy?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=30875&utm_campaign=evergreen-2020&y_source=1_MTQ5MDgxNjgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(240) 362-7675,79,OPERATIONAL,,
Fox's Pizza Den,"10107 Frankfort Highway, Fort Ashby",4,1,"meal_delivery, restaurant, food, point_of_interest, establishment",http://www.foxspizza.com/locations/wv/fort-ashby/fort-ashby-wv-279/index.html,(304) 298-4848,100,OPERATIONAL,,
Indian Water Maple Company,"1761 Burgess Hollow Road, New Creek",5,N/A,"restaurant, food, point_of_interest, establishment",,(304) 788-1831,3,OPERATIONAL,,
Fox's Pizza Den,"15808 McMullen Highway Southwest, Cumberland",4.5,1,"restaurant, food, point_of_interest, establishment",https://www.foxspizzadenofcumberland.com/,(240) 362-7101,8,OPERATIONAL,,
Circle K,"15617 McMullen Highway Southwest, Cumberland",4.2,1,"convenience_store, gas_station, atm, cafe, finance, meal_takeaway, restaurant, store, food, point_of_interest, establishment",https://www.circlek.com/store-locator/US/cumberland/15617-mcmullen-hwy-sw/4704199?utm_source=google&utm_medium=local&utm_campaign=google-local,(240) 362-0193,204,OPERATIONAL,,
Candlewyck Inn,"65 South Mineral Street, Keyser",4.6,N/A,"restaurant, food, point_of_interest, establishment",https://the-candlewyck-inn-1984.square.site/,(304) 788-6594,182,OPERATIONAL,,
Castiglia | Italian Eatery,"401 South Mineral Street, Keyser",4.6,1,"restaurant, food, point_of_interest, establishment",https://www.facebook.com/CastigliasItalianEatery/,(304) 788-1300,870,OPERATIONAL,,
Domino's Pizza,"590 South Mineral Street, Keyser",4.2,1,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(304) 788-6400,302,OPERATIONAL,,
McDonald's,"700 South Mineral Street, Keyser",3.5,1,"cafe, restaurant, store, food, point_of_interest, establishment",https://www.mcdonalds.com/us/en-us/location/WV/KEYSER/700-S-MINERAL-ST/4387.html?cid=RF:YXT:GMB::Clicks,(304) 788-0604,618,OPERATIONAL,,
Denny's,"825 South Mineral Street, Keyser",4.1,1,"restaurant, food, point_of_interest, establishment",https://locations.dennys.com/WV/KEYSER/246641?utm_source=yext&utm_medium=local-listing&utm_campaign=yext-listing&y_source=1_MjIyOTI2MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(304) 788-3090,898,OPERATIONAL,,
Clancy's Irish Pub,"777 Armstrong Street, Keyser",4.1,1,"restaurant, food, bar, point_of_interest, establishment",,(304) 788-1133,253,OPERATIONAL,,
Fox's Pizza Den,"567 South Mineral Street, Keyser",4.3,1,"meal_delivery, restaurant, food, point_of_interest, establishment",https://www.foxspizza.com/store/west-virginia/keyser-wv/,(304) 788-1149,248,OPERATIONAL,,
2 Cook's Grill & Chill,"71-1 Waxler Road, Keyser",4.9,N/A,"restaurant, food, point_of_interest, establishment",,(304) 813-0365,15,OPERATIONAL,,
